effect_edge_id	loop_ref	effect_object_id	effect_role	effect_category	coverage_resolution	policy_status	evidence_kind	evidence_locator	review_mode	parent_metadata_digest	discovery_manifest_digest
effect-edge-104499736519724	loop-136598187813653	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:db7becb7:47cdb1e8:0ecfb86c:7a8c3579:e118c8d2:bb5369f8:a2be5a38:a0c31e62	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-025803389820847	loop-137232096720426	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:c792bd55:2b1f3bb5:6f824319:cc876a72:c7a8512a:7f274d35:4712ed6a:e5fdd227	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-188710183151210	loop-137232096720426	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:c792bd55:2b1f3bb5:6f824319:cc876a72:c7a8512a:7f274d35:4712ed6a:e5fdd227	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-254661641562569	loop-137232096720426	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:c792bd55:2b1f3bb5:6f824319:cc876a72:c7a8512a:7f274d35:4712ed6a:e5fdd227	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-002794164031646	loop-137232096720426	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:c792bd55:2b1f3bb5:6f824319:cc876a72:c7a8512a:7f274d35:4712ed6a:e5fdd227	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-090852840867973	loop-137232096720426	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:c792bd55:2b1f3bb5:6f824319:cc876a72:c7a8512a:7f274d35:4712ed6a:e5fdd227	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-258083804885608	loop-137712066048244	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0e5de13b:063858a1:dcd3e29b:65c075ea:5839d7b2:e5003368:50aca481:ea7d088a	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-028816497338691	loop-137712066048244	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0e5de13b:063858a1:dcd3e29b:65c075ea:5839d7b2:e5003368:50aca481:ea7d088a	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-057569921084041	loop-137712066048244	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0e5de13b:063858a1:dcd3e29b:65c075ea:5839d7b2:e5003368:50aca481:ea7d088a	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-152258183719591	loop-137712066048244	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0e5de13b:063858a1:dcd3e29b:65c075ea:5839d7b2:e5003368:50aca481:ea7d088a	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-222144750345220	loop-137712066048244	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0e5de13b:063858a1:dcd3e29b:65c075ea:5839d7b2:e5003368:50aca481:ea7d088a	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-208797261826547	loop-137805489119539	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:38dd9f52:1d6c4f95:233cceb7:1ca324b6:8fe2a3f7:be8a077a:a7792f35:9ac4e3b2	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-259271072586006	loop-137805489119539	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:38dd9f52:1d6c4f95:233cceb7:1ca324b6:8fe2a3f7:be8a077a:a7792f35:9ac4e3b2	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-203510805895105	loop-137805489119539	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:38dd9f52:1d6c4f95:233cceb7:1ca324b6:8fe2a3f7:be8a077a:a7792f35:9ac4e3b2	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-106722718124501	loop-137805489119539	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:38dd9f52:1d6c4f95:233cceb7:1ca324b6:8fe2a3f7:be8a077a:a7792f35:9ac4e3b2	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-132430361167247	loop-137805489119539	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:38dd9f52:1d6c4f95:233cceb7:1ca324b6:8fe2a3f7:be8a077a:a7792f35:9ac4e3b2	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-281418621701185	loop-139046216216640	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:421c30ed:27aabcdc:3a20c928:e52dcc94:8b751ac6:14f760dd:2487711b:7994e4f3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-140702366600849	loop-139046216216640	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:421c30ed:27aabcdc:3a20c928:e52dcc94:8b751ac6:14f760dd:2487711b:7994e4f3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-262805576448283	loop-139046216216640	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:421c30ed:27aabcdc:3a20c928:e52dcc94:8b751ac6:14f760dd:2487711b:7994e4f3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-151398820210200	loop-139046216216640	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:421c30ed:27aabcdc:3a20c928:e52dcc94:8b751ac6:14f760dd:2487711b:7994e4f3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-165442381221370	loop-139046216216640	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:421c30ed:27aabcdc:3a20c928:e52dcc94:8b751ac6:14f760dd:2487711b:7994e4f3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-163448382840931	loop-139191923269612	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:e217ca18:080dc7fc:ab1ba3e7:fe655d43:a7ea9acd:a61d6d0f:2d3b3f74:ab2656fb	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-088011262780845	loop-139191923269612	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:e217ca18:080dc7fc:ab1ba3e7:fe655d43:a7ea9acd:a61d6d0f:2d3b3f74:ab2656fb	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-209136765294317	loop-139191923269612	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:e217ca18:080dc7fc:ab1ba3e7:fe655d43:a7ea9acd:a61d6d0f:2d3b3f74:ab2656fb	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-170292943581022	loop-139191923269612	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:e217ca18:080dc7fc:ab1ba3e7:fe655d43:a7ea9acd:a61d6d0f:2d3b3f74:ab2656fb	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-173540520334406	loop-139191923269612	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:e217ca18:080dc7fc:ab1ba3e7:fe655d43:a7ea9acd:a61d6d0f:2d3b3f74:ab2656fb	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-067624927207949	loop-140358668709055	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:058cedc8:774aaa32:8581d108:955c3392:e61b1351:5d432a58:447e9fe8:ffbde7d4	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-205181036999831	loop-140358668709055	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:058cedc8:774aaa32:8581d108:955c3392:e61b1351:5d432a58:447e9fe8:ffbde7d4	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-246064086801156	loop-140358668709055	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:058cedc8:774aaa32:8581d108:955c3392:e61b1351:5d432a58:447e9fe8:ffbde7d4	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-228319872781098	loop-140358668709055	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:058cedc8:774aaa32:8581d108:955c3392:e61b1351:5d432a58:447e9fe8:ffbde7d4	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-200276840243527	loop-140358668709055	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:058cedc8:774aaa32:8581d108:955c3392:e61b1351:5d432a58:447e9fe8:ffbde7d4	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-025131278493195	loop-141230254233752	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:bef5a9a4:9c83671c:e9464d00:12c8360b:3e4d31d2:d6ad56ed:d7bad30c:c334117d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-190664374772139	loop-141230254233752	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:bef5a9a4:9c83671c:e9464d00:12c8360b:3e4d31d2:d6ad56ed:d7bad30c:c334117d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-144742350324254	loop-141230254233752	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:bef5a9a4:9c83671c:e9464d00:12c8360b:3e4d31d2:d6ad56ed:d7bad30c:c334117d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-047622777091029	loop-141230254233752	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:bef5a9a4:9c83671c:e9464d00:12c8360b:3e4d31d2:d6ad56ed:d7bad30c:c334117d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-175374649489535	loop-141230254233752	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:bef5a9a4:9c83671c:e9464d00:12c8360b:3e4d31d2:d6ad56ed:d7bad30c:c334117d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-035708653276879	loop-141362937409028	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6ec4b6af:b15e66e2:8c2350f1:9b375880:bef973a3:8371e850:617e7769:73be641b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-233998497438729	loop-141362937409028	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6ec4b6af:b15e66e2:8c2350f1:9b375880:bef973a3:8371e850:617e7769:73be641b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-164116883938112	loop-141362937409028	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6ec4b6af:b15e66e2:8c2350f1:9b375880:bef973a3:8371e850:617e7769:73be641b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-167217546430367	loop-141362937409028	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6ec4b6af:b15e66e2:8c2350f1:9b375880:bef973a3:8371e850:617e7769:73be641b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-035664816170904	loop-141362937409028	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6ec4b6af:b15e66e2:8c2350f1:9b375880:bef973a3:8371e850:617e7769:73be641b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-280345322606665	loop-142595476748867	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:70804c4f:7876f94c:4586d20f:03e38d95:95cee33b:771070fc:2b13e57f:76f58db8	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-093061929834773	loop-142595476748867	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:70804c4f:7876f94c:4586d20f:03e38d95:95cee33b:771070fc:2b13e57f:76f58db8	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-277409676024868	loop-142595476748867	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:70804c4f:7876f94c:4586d20f:03e38d95:95cee33b:771070fc:2b13e57f:76f58db8	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-097054760865039	loop-142595476748867	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:70804c4f:7876f94c:4586d20f:03e38d95:95cee33b:771070fc:2b13e57f:76f58db8	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-231707339736402	loop-142595476748867	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:70804c4f:7876f94c:4586d20f:03e38d95:95cee33b:771070fc:2b13e57f:76f58db8	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-221110863427525	loop-142861106611271	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:b261bc27:1f20a643:41808491:c8a30194:a88fbf33:02de3343:0d3d8f60:8ecb96ff	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-085045760628506	loop-142861106611271	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:b261bc27:1f20a643:41808491:c8a30194:a88fbf33:02de3343:0d3d8f60:8ecb96ff	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-182584373462141	loop-142861106611271	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:b261bc27:1f20a643:41808491:c8a30194:a88fbf33:02de3343:0d3d8f60:8ecb96ff	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-212532578844192	loop-142861106611271	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:b261bc27:1f20a643:41808491:c8a30194:a88fbf33:02de3343:0d3d8f60:8ecb96ff	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-059524382880309	loop-142861106611271	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:b261bc27:1f20a643:41808491:c8a30194:a88fbf33:02de3343:0d3d8f60:8ecb96ff	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-226583151333705	loop-143255421920379	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8a7b7e58:6f8717d8:cef35736:0da1d6ef:bfba43a1:defcce1d:d5a67559:569fb170	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-212786505174420	loop-143255421920379	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8a7b7e58:6f8717d8:cef35736:0da1d6ef:bfba43a1:defcce1d:d5a67559:569fb170	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-246534214185859	loop-143255421920379	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8a7b7e58:6f8717d8:cef35736:0da1d6ef:bfba43a1:defcce1d:d5a67559:569fb170	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-206701408792433	loop-143255421920379	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8a7b7e58:6f8717d8:cef35736:0da1d6ef:bfba43a1:defcce1d:d5a67559:569fb170	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-219924775754278	loop-143255421920379	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8a7b7e58:6f8717d8:cef35736:0da1d6ef:bfba43a1:defcce1d:d5a67559:569fb170	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-158066136807447	loop-143580971326299	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7b2c225b:ae76ae3e:bb8684e0:fd8c558f:59f9e59f:f2c54639:51d9512d:a3d26bc3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-199427575148478	loop-143580971326299	effect-object-036982600964621	category_coverage	mail	discovered	allowed	reviewed_source_token	source-newsletter-mailer	candidate_pending_review	sha256:7b2c225b:ae76ae3e:bb8684e0:fd8c558f:59f9e59f:f2c54639:51d9512d:a3d26bc3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-191001591321540	loop-143580971326299	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7b2c225b:ae76ae3e:bb8684e0:fd8c558f:59f9e59f:f2c54639:51d9512d:a3d26bc3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-190304758466568	loop-143580971326299	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7b2c225b:ae76ae3e:bb8684e0:fd8c558f:59f9e59f:f2c54639:51d9512d:a3d26bc3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-090170525196916	loop-143580971326299	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7b2c225b:ae76ae3e:bb8684e0:fd8c558f:59f9e59f:f2c54639:51d9512d:a3d26bc3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-160977949620354	loop-143580971326299	effect-object-036982600964621	effect_binding	mail	discovered	allowed	reviewed_source_token	source-newsletter-mailer	candidate_pending_review	sha256:7b2c225b:ae76ae3e:bb8684e0:fd8c558f:59f9e59f:f2c54639:51d9512d:a3d26bc3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
