effect_edge_id	loop_ref	effect_object_id	effect_role	effect_category	coverage_resolution	policy_status	evidence_kind	evidence_locator	review_mode	parent_metadata_digest	discovery_manifest_digest
effect-edge-133017697310355	loop-125911708655451	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:ff519f1d:37a3e87f:71ad1a7a:53f76089:d0de3d3d:8ecbc89a:d8a55b92:10a69292	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-213427902351730	loop-127069911890935	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:1c5353e7:36776eb3:c69a7d7f:5687849a:2e741cd5:385f32c5:4a8f61e0:cf5a7cd4	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-217474953227649	loop-127069911890935	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:1c5353e7:36776eb3:c69a7d7f:5687849a:2e741cd5:385f32c5:4a8f61e0:cf5a7cd4	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-058461447747496	loop-127069911890935	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:1c5353e7:36776eb3:c69a7d7f:5687849a:2e741cd5:385f32c5:4a8f61e0:cf5a7cd4	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-058998265514124	loop-127069911890935	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:1c5353e7:36776eb3:c69a7d7f:5687849a:2e741cd5:385f32c5:4a8f61e0:cf5a7cd4	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-241761694272208	loop-127069911890935	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:1c5353e7:36776eb3:c69a7d7f:5687849a:2e741cd5:385f32c5:4a8f61e0:cf5a7cd4	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-161095564422737	loop-128318718078013	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6414f425:1231d68e:ff2bc8a7:c63d1b0c:f443760f:e7b2be61:e8f54d3c:f0186a75	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-220719979403296	loop-128318718078013	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6414f425:1231d68e:ff2bc8a7:c63d1b0c:f443760f:e7b2be61:e8f54d3c:f0186a75	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-237405559754426	loop-128318718078013	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6414f425:1231d68e:ff2bc8a7:c63d1b0c:f443760f:e7b2be61:e8f54d3c:f0186a75	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-150639525371331	loop-128318718078013	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6414f425:1231d68e:ff2bc8a7:c63d1b0c:f443760f:e7b2be61:e8f54d3c:f0186a75	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-265431571303299	loop-128318718078013	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6414f425:1231d68e:ff2bc8a7:c63d1b0c:f443760f:e7b2be61:e8f54d3c:f0186a75	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-264862587957113	loop-128875166705077	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:70f0e8fa:68ff9f59:95faee30:4e1bc8e4:5df1c210:3d9fb92c:544e08f8:b59f3e8e	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-044203891905646	loop-128875166705077	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:70f0e8fa:68ff9f59:95faee30:4e1bc8e4:5df1c210:3d9fb92c:544e08f8:b59f3e8e	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-223877158248974	loop-128875166705077	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:70f0e8fa:68ff9f59:95faee30:4e1bc8e4:5df1c210:3d9fb92c:544e08f8:b59f3e8e	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-221161459445061	loop-128875166705077	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:70f0e8fa:68ff9f59:95faee30:4e1bc8e4:5df1c210:3d9fb92c:544e08f8:b59f3e8e	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-135997298234148	loop-128875166705077	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:70f0e8fa:68ff9f59:95faee30:4e1bc8e4:5df1c210:3d9fb92c:544e08f8:b59f3e8e	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-157883175311583	loop-129987956131462	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:3a88cf1f:8ff18d36:b4440ded:def1b7a2:a3e3329d:4a631426:e10ec6c3:11a3bc5d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-099214506091949	loop-129987956131462	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:3a88cf1f:8ff18d36:b4440ded:def1b7a2:a3e3329d:4a631426:e10ec6c3:11a3bc5d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-197692854459484	loop-129987956131462	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:3a88cf1f:8ff18d36:b4440ded:def1b7a2:a3e3329d:4a631426:e10ec6c3:11a3bc5d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-058646387407559	loop-129987956131462	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:3a88cf1f:8ff18d36:b4440ded:def1b7a2:a3e3329d:4a631426:e10ec6c3:11a3bc5d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-106495538349772	loop-129987956131462	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:3a88cf1f:8ff18d36:b4440ded:def1b7a2:a3e3329d:4a631426:e10ec6c3:11a3bc5d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-079164028141872	loop-130744090593485	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:a407b27d:fda864e7:be3759e1:0684479e:f26716b8:83b3f1e5:fb648d35:a72aee14	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-267842596297965	loop-130744090593485	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:a407b27d:fda864e7:be3759e1:0684479e:f26716b8:83b3f1e5:fb648d35:a72aee14	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-205644386633562	loop-130744090593485	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:a407b27d:fda864e7:be3759e1:0684479e:f26716b8:83b3f1e5:fb648d35:a72aee14	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-226656340500909	loop-130744090593485	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:a407b27d:fda864e7:be3759e1:0684479e:f26716b8:83b3f1e5:fb648d35:a72aee14	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-165202791342802	loop-130744090593485	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:a407b27d:fda864e7:be3759e1:0684479e:f26716b8:83b3f1e5:fb648d35:a72aee14	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-175630401628076	loop-130908734050795	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7eaa128e:e58f346c:754f605e:ef4a3dd9:e21298d3:9eb68d48:9f63b56f:8fe50195	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-196664716444611	loop-130908734050795	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7eaa128e:e58f346c:754f605e:ef4a3dd9:e21298d3:9eb68d48:9f63b56f:8fe50195	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-215322740532944	loop-130908734050795	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7eaa128e:e58f346c:754f605e:ef4a3dd9:e21298d3:9eb68d48:9f63b56f:8fe50195	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-000070608787556	loop-130908734050795	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7eaa128e:e58f346c:754f605e:ef4a3dd9:e21298d3:9eb68d48:9f63b56f:8fe50195	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-227067369614795	loop-130908734050795	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7eaa128e:e58f346c:754f605e:ef4a3dd9:e21298d3:9eb68d48:9f63b56f:8fe50195	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-193491669227834	loop-131203421144519	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6eedcf05:e3ed5b31:ae98b626:6be55012:da8dbc4c:ea37a3d2:2892299b:f5eedba4	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-198303370099261	loop-131203421144519	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6eedcf05:e3ed5b31:ae98b626:6be55012:da8dbc4c:ea37a3d2:2892299b:f5eedba4	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-244397125756586	loop-131203421144519	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6eedcf05:e3ed5b31:ae98b626:6be55012:da8dbc4c:ea37a3d2:2892299b:f5eedba4	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-085709269767222	loop-131203421144519	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6eedcf05:e3ed5b31:ae98b626:6be55012:da8dbc4c:ea37a3d2:2892299b:f5eedba4	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-221504087741001	loop-131203421144519	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6eedcf05:e3ed5b31:ae98b626:6be55012:da8dbc4c:ea37a3d2:2892299b:f5eedba4	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-105217735979192	loop-131800591947039	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:05c378ac:07c0646a:d9c9d25d:803ce15e:97553ef5:00468173:1eee126a:20b8da76	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-013065025531213	loop-131800591947039	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:05c378ac:07c0646a:d9c9d25d:803ce15e:97553ef5:00468173:1eee126a:20b8da76	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-103729835527486	loop-131800591947039	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:05c378ac:07c0646a:d9c9d25d:803ce15e:97553ef5:00468173:1eee126a:20b8da76	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-232372961342320	loop-131800591947039	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:05c378ac:07c0646a:d9c9d25d:803ce15e:97553ef5:00468173:1eee126a:20b8da76	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-162973448471622	loop-131800591947039	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:05c378ac:07c0646a:d9c9d25d:803ce15e:97553ef5:00468173:1eee126a:20b8da76	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-235282163821326	loop-132352140227087	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:3b5b629b:161f90b9:5ebd23d8:2aceeeaf:33247ae1:c95764dd:b636a0b6:364dbb2e	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-246708344487215	loop-132352140227087	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:3b5b629b:161f90b9:5ebd23d8:2aceeeaf:33247ae1:c95764dd:b636a0b6:364dbb2e	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-173316836086332	loop-132352140227087	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:3b5b629b:161f90b9:5ebd23d8:2aceeeaf:33247ae1:c95764dd:b636a0b6:364dbb2e	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-253414220977949	loop-132352140227087	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:3b5b629b:161f90b9:5ebd23d8:2aceeeaf:33247ae1:c95764dd:b636a0b6:364dbb2e	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-177754409836293	loop-132352140227087	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:3b5b629b:161f90b9:5ebd23d8:2aceeeaf:33247ae1:c95764dd:b636a0b6:364dbb2e	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-160740529382031	loop-132924053321971	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f6af3f97:787ee43a:351e5ad5:36fbef40:f590d59e:923d3baa:5c202a7e:36b3accb	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-100063372996527	loop-132924053321971	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f6af3f97:787ee43a:351e5ad5:36fbef40:f590d59e:923d3baa:5c202a7e:36b3accb	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-134587266955462	loop-132924053321971	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f6af3f97:787ee43a:351e5ad5:36fbef40:f590d59e:923d3baa:5c202a7e:36b3accb	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-121472475896861	loop-132924053321971	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f6af3f97:787ee43a:351e5ad5:36fbef40:f590d59e:923d3baa:5c202a7e:36b3accb	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-203563055897586	loop-132924053321971	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f6af3f97:787ee43a:351e5ad5:36fbef40:f590d59e:923d3baa:5c202a7e:36b3accb	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-174030443600173	loop-133704202480015	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9d926735:dca119bb:b43a01d2:faa231f7:0d6faac7:dbb45629:a0dcfb26:662c1455	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-150704292035217	loop-133704202480015	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9d926735:dca119bb:b43a01d2:faa231f7:0d6faac7:dbb45629:a0dcfb26:662c1455	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-131745746317195	loop-133704202480015	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9d926735:dca119bb:b43a01d2:faa231f7:0d6faac7:dbb45629:a0dcfb26:662c1455	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-111591768249326	loop-133704202480015	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9d926735:dca119bb:b43a01d2:faa231f7:0d6faac7:dbb45629:a0dcfb26:662c1455	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-224303059864050	loop-133704202480015	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9d926735:dca119bb:b43a01d2:faa231f7:0d6faac7:dbb45629:a0dcfb26:662c1455	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-269147135280276	loop-135272089951305	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:c7e637ba:cd626b85:70674e03:b753bc5c:380b5cf3:eb3a4de6:c9d544a5:bab7225d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-014202737801917	loop-135272089951305	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:c7e637ba:cd626b85:70674e03:b753bc5c:380b5cf3:eb3a4de6:c9d544a5:bab7225d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-171740833537443	loop-135272089951305	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:c7e637ba:cd626b85:70674e03:b753bc5c:380b5cf3:eb3a4de6:c9d544a5:bab7225d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-242285911211669	loop-135272089951305	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:c7e637ba:cd626b85:70674e03:b753bc5c:380b5cf3:eb3a4de6:c9d544a5:bab7225d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-014781811067265	loop-135272089951305	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:c7e637ba:cd626b85:70674e03:b753bc5c:380b5cf3:eb3a4de6:c9d544a5:bab7225d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-174818450762346	loop-135934943232716	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:a97ba2cb:d9c32663:e081661f:f2803260:5d7adb1d:517b3e5e:c88559e8:b57d6fe3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-178572764874570	loop-135934943232716	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:a97ba2cb:d9c32663:e081661f:f2803260:5d7adb1d:517b3e5e:c88559e8:b57d6fe3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-241912469716512	loop-135934943232716	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:a97ba2cb:d9c32663:e081661f:f2803260:5d7adb1d:517b3e5e:c88559e8:b57d6fe3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-188185096698452	loop-135934943232716	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:a97ba2cb:d9c32663:e081661f:f2803260:5d7adb1d:517b3e5e:c88559e8:b57d6fe3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-080653217452136	loop-135934943232716	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:a97ba2cb:d9c32663:e081661f:f2803260:5d7adb1d:517b3e5e:c88559e8:b57d6fe3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-114576655146973	loop-136479541146055	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f0eae013:7ce86e10:41361167:b36dda22:feb86af2:eef1096e:d004b211:6e36272d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-015584654265262	loop-136479541146055	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f0eae013:7ce86e10:41361167:b36dda22:feb86af2:eef1096e:d004b211:6e36272d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-054986307697204	loop-136479541146055	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f0eae013:7ce86e10:41361167:b36dda22:feb86af2:eef1096e:d004b211:6e36272d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-095892857012050	loop-136479541146055	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f0eae013:7ce86e10:41361167:b36dda22:feb86af2:eef1096e:d004b211:6e36272d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-194834336955751	loop-136479541146055	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f0eae013:7ce86e10:41361167:b36dda22:feb86af2:eef1096e:d004b211:6e36272d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-245142868768802	loop-136598187813653	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:db7becb7:47cdb1e8:0ecfb86c:7a8c3579:e118c8d2:bb5369f8:a2be5a38:a0c31e62	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-036801404613168	loop-136598187813653	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:db7becb7:47cdb1e8:0ecfb86c:7a8c3579:e118c8d2:bb5369f8:a2be5a38:a0c31e62	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-181759947337397	loop-136598187813653	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:db7becb7:47cdb1e8:0ecfb86c:7a8c3579:e118c8d2:bb5369f8:a2be5a38:a0c31e62	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-184481737027793	loop-136598187813653	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:db7becb7:47cdb1e8:0ecfb86c:7a8c3579:e118c8d2:bb5369f8:a2be5a38:a0c31e62	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
